StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
ABICJYZKIYUWEE-UHFFFAOYSA-N,C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],Train,-2.28,173.0848,183,87.688,-694.5718413,-694.5926609,-0.020819588,-694.515646,-694.535976,-0.02033,-681.6287526,-681.639644,-0.010891444,-681.555996,-681.567485,-0.011489,3.17,5.5512,-0.31561,-0.12008,0.19919,0.34053,310.5214844,-2.47641,1.97523,-0.66516,0.84196,-3.29649,15,15761.5,18965.5,24683.5,0.614626859,0.790140558,1,3,144.2100306,-172.5761907,316.7862212,5042,0.062829477,0.023130593
ADIMAYPTOBDMTL-UHFFFAOYSA-N,c1ccc(cc1)C1=NC(C(=O)Nc2ccc(cc12)Cl)O,Train,-3.95,286.7171,205,193.062,-1298.402301,-1298.419767,-0.01746581,-1298.213824,-1298.231634,-0.01781,-1277.172879,-1277.185886,-0.01300682,-1276.948572,-1276.964656,-0.016084,4.5943,6.9716,-0.25536,-0.07963,0.23964,0.28028,483.7244263,-1.4361,-0.80515,-0.77795,0.67298,-2.53017,31,28135.5,28789.5,40020,0.587792679,0.592048234,0.894574116,4,80.17453683,-204.379352,284.5538888,7085,0.038041765,0.017338249
AFOGBLYPWJJVAL-UHFFFAOYSA-N,CCCCNC(=O)NS(=O)(=O)c1ccccc1,Test,-3.05,256.319,131,239.975,-1162.159257,-1162.179872,-0.02061538,-1161.939707,-1161.960559,-0.020852,-1142.575567,-1142.593507,-0.01793966,-1142.310013,-1142.330053,-0.02004,4.9796,8.5554,-0.26808,-0.05141,0.26786,0.293,494.6982117,-2.61941,-2.54532,-0.97094,2.33225,-1.88709,33,22410,35990,36743,0.485869347,0.561473181,0.838178838,2,-1.512492662,-299.8293698,298.3168772,7404,0.040291312,0.021327646
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])C(=O)O,Test,-1.71997,167.1208,141,100.033,-625.3376121,-625.3548087,-0.017196605,-625.256856,-625.274055,-0.017199,-613.6671197,-613.6763923,-0.009272663,-613.568486,-613.577826,-0.00934,2.7546,3.5778,-0.30497,-0.12605,0.19322,0.32989,326.756073,-2.12886,-0.03167,-0.71122,0.81821,-1.62496,17,14167.5,17868.5,28839.5,0.423495012,0.529651247,0.98586586,3,132.3712229,-166.3065234,298.6777463,6975,0.042821182,0.01858299
AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl,Test,-3.29,289.7361,275.5,204.96,-1636.586825,-1636.613963,-0.02713845,-1636.406824,-1636.43452,-0.027696,-1611.170483,-1611.194335,-0.02385143,-1610.955791,-1610.981073,-0.025282,7.9423,11.8175,-0.24405,-0.06977,0.2495,0.26897,468.5610657,-2.63081,-1.15669,-1.12123,2.30103,-2.70107,30,19565.5,30383,39842,0.476231573,0.630041303,0.762782622,3,94.829107,-353.7635325,448.5926395,7666,0.049699772,0.020396829
AIKKULXCBHRFOS-UHFFFAOYSA-N,CN(C=O)C(=O)CSP(=S)(OC)OC,Train,-2,257.2589,25.5,187.646,-1729.330893,-1729.348565,-0.01767198,-1729.185455,-1729.203515,-0.01806,-1703.725968,-1703.728411,-0.00244363,-1703.543913,-1703.547375,-0.003462,2.1818,3.0386,-0.24256,-0.05996,0.25931,0.26748,452.1102905,-2.96326,-0.5392,-0.8687,1.66285,-2.44008,26,20868.5,30176.5,36638,0.580349957,0.629090938,0.794716739,4,-50.44700839,-287.7081867,237.2611783,7647,-0.037623668,0.009912398
AIVXUNRQBRKFJO-UHFFFAOYSA-N,C1CSc2cc(sc2C1=O)S(=O)(=O)N,Test,-3.494,249.3172,213.5,159.168,-1745.895015,-1745.914557,-0.01954205,-1745.795695,-1745.815732,-0.020037,-1720.325386,-1720.343914,-0.01852781,-1720.203763,-1720.220806,-0.017043,4.1153,6.2892,-0.24513,-0.10035,0.21892,0.27005,399.8743896,-2.52427,-1.89894,-1.11956,2.30716,-0.43318,21,17523,25190,33105,0.556952477,0.707484142,0.86664503,5,71.10069486,-224.1704648,295.2711597,3968,0.039062073,0.009108922
AMEKQAFGQBKLKX-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,Test,-2.43,267.299,120,162.031,-1218.908667,-1218.927536,-0.01886913,-1218.712783,-1218.7325,-0.019717,-1198.331785,-1198.350413,-0.01862819,-1198.098366,-1198.115362,-0.016996,5.1204,7.3455,-0.22625,-0.05949,0.25978,0.25117,464.4553833,-3.12288,-2.11938,-0.97683,2.15043,-1.59607,31,19438.5,30098,40630.5,0.44334417,0.605593245,0.721429594,4,-22.41669847,-284.610974,262.1942755,6944,-0.040986603,0.014630576
AMMPGYPPRLWMLW-UHFFFAOYSA-N,CCOc1ccc(cc1N)[N+](=O)[O-],Train,-3.211,182.1786,96.5,131.07,-645.9781845,-645.9924847,-0.014300209,-645.836036,-645.850713,-0.014677,-633.9122186,-633.9163917,-0.004173067,-633.741893,-633.746286,-0.004393,7.5057,9.9868,-0.22442,-0.09088,0.22839,0.24934,378.9792175,-1.41035,-1.11135,-0.86483,0.49341,-1.78177,23,14403,21852.5,33347.5,0.387218045,0.560439571,0.687499993,3,92.66351637,-197.6693059,290.3328222,7542,0.038495468,0.012174682
AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,Train,-0.6,88.1492,-78.45,91.172,-272.9895263,-272.995626,-0.006099705,-272.856081,-272.862556,-0.006475,-267.8698981,-267.8724751,-0.002576957,-267.703944,-267.706452,-0.002508,1.666,2.176,-0.27732,-0.00047,0.3188,0.30224,294.401123,-0.81241,-2.22606,-0.81241,0.51176,-0.81241,18,10637,19878.5,20410,0.45021645,0.480258549,0.896551724,2,-9.954631169,-60.1902282,50.23559703,1360,-0.044257521,0.014007877
AMRQXHFXNZFDCH-UHFFFAOYSA-N,CCNC(=O)C(C)OC(=O)Nc1ccccc1,Test,-1.83,236.27,119,158.794,-802.1660479,-802.1798199,-0.013771932,-801.940573,-801.955526,-0.014953,-787.1773786,-787.1794518,-0.002073204,-786.902732,-786.906766,-0.004034,3.0274,4.2351,-0.23787,-0.02826,0.29101,0.26279,484.9683228,-1.96916,-1.20178,-0.70903,0.94647,-3.25671,33,21744,31620.5,40251,0.489473662,0.551213703,0.860797941,5,11.03975578,-138.3920388,149.4317946,2848,0.035304673,0.015674043
ANJTVLIZGCUXLD-UHFFFAOYSA-N,c1cc2C3CC(CNC3)Cn2c(=O)c1,Train,0.36,190.2444,155,159.491,-612.3463661,-612.362029,-0.015662931,-612.141302,-612.156829,-0.015527,-600.9557637,-600.9668949,-0.011131153,-600.709645,-600.719369,-0.009724,5.2024,7.4772,-0.2133,-0.04361,0.27566,0.23822,372.1828003,-0.73232,-1.88002,-0.73232,0.61383,-1.87584,28,19375.5,22439,30412.5,0.703319449,0.769790075,0.916109314,3,73.19520481,-183.0219272,256.217132,7151,0.035829553,0.009603652
APTGDJCKNMNFID-UHFFFAOYSA-N,C1c2cc(sc2S(=O)(=O)CC1O)S(=O)(=O)N,Train,-1.539,283.3318,174,174.328,-1897.472214,-1897.498449,-0.02623504,-1897.342774,-1897.369616,-0.026842,-1868.805981,-1868.844423,-0.03844241,-1868.652077,-1868.689666,-0.037589,3.6906,6.027,-0.28171,-0.08864,0.23063,0.30663,426.3872681,-4.63938,-2.48361,-1.11835,2.30964,-0.69113,25,19785.5,26936.5,33356.5,0.54804091,0.706535622,0.892302923,4,144.3798909,-261.2062784,405.5861693,7950,0.051017128,0.01743028
AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(C)Nc2cc(c(cc2C1=O)S(=O)(=O)N)Cl,Test,-3.78,365.8337,256,252.408,-1867.639684,-1867.666672,-0.02698803,-1867.387351,-1867.413716,-0.026365,-1837.922434,-1837.94396,-0.02152589,-1837.620527,-1837.641882,-0.021355,7.4857,12.9006,-0.24301,-0.06834,0.25093,0.26793,560.8483887,-2.62079,-2.2107,-1.1218,2.30194,-2.51864,40,24612.5,39070.5,47026.5,0.481459784,0.564746842,0.919130351,3,34.4848535,-396.869941,431.3547945,8413,0.043053133,0.021291946
AQIXAKUUQRKLND-UHFFFAOYSA-N,Cc1c(CSCCN/C(=N/C)/NC#N)nc[nH]1,Train,-1.40229,252.3366,141.5,164.954,-1117.386686,-1117.414648,-0.02796221,-1117.170802,-1117.197313,-0.026511,-1098.940209,-1098.956947,-0.01673854,-1098.670345,-1098.690287,-0.019942,4.4749,4.3285,-0.22036,-0.02486,0.29441,0.24528,521.8492432,0,-1.29718,-0.71806,0.60541,-3.37648,33,20457,34798,42576.5,0.426581386,0.510362575,0.895454578,5,7.323786256,-323.4483598,330.7721461,4627,-0.045894956,0.016780085
AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(CC)O,Train,-0.24,88.1492,-69.075,98.286,-272.9938948,-272.9990345,-0.005139661,-272.860489,-272.86613,-0.005641,-267.871946,-267.8740256,-0.002079651,-267.705441,-267.70722,-0.001779,1.7497,2.3017,-0.27397,0.00151,0.32078,0.29889,285.1423645,-0.81195,-2.2963,-0.81195,0.50875,-0.81195,18,11939.5,19674.5,21455,0.585714286,0.691089247,0.932917319,3,-8.782312789,-54.4988994,45.71658661,1336,0.031963492,0.014092515
ARCGXLSVLAOJQL-UHFFFAOYSA-N,c1cc(c(cc1C(=O)O)C(=O)O)C(=O)O,Test,-0.397,210.1428,231,132.038,-797.9680219,-797.9957307,-0.027708864,-797.865556,-797.89238,-0.026824,-783.1225236,-783.1445668,-0.022043175,-782.99553,-783.018201,-0.022671,3.8961,5.6869,-0.30133,-0.12265,0.19662,0.32625,367.5466919,-3.99,1.53864,-0.71834,0.84134,-3.99,21,16520,20460,32825.5,0.476506205,0.578635568,0.828848246,4,188.190004,-223.5489447,411.7389487,7419,0.055497904,0.026463096
ARGDYOIRHYLIMT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N(Cl)Cl,Train,-3.509,240.1038,82,154.307,-1794.606973,-1794.617284,-0.01031117,-1794.513685,-1794.524362,-0.010677,-1769.227433,-1769.236659,-0.00922603,-1769.111836,-1769.121352,-0.009516,5.9313,8.0259,-0.27999,-0.10773,0.21154,0.30491,393.8843079,-1.82781,-1.90355,-0.91435,2.24726,0.03484,20,18170.5,29294,30046.5,0.559865282,0.646485615,0.99073568,4,37.37037201,-191.2829447,228.6533167,6209,0.03581152,0.007523793
AUNGANRZJHBGPY-UHFFFAOYSA-N,Cc1cc2c(cc1C)n(CC(C(C(CO)O)O)O)c1c(c(=O)[nH]c(=O)n1)n2,Train,-3.68,376.3682,290,225.934,-1330.275185,-1330.3078,-0.03261508,-1329.957925,-1329.990452,-0.032527,-1305.535943,-1305.55897,-0.02302656,-1305.15355,-1305.175905,-0.022355,7.5102,11.4633,-0.25146,-0.12533,0.19394,0.27638,598.2529907,-4.52739,0.1427,-0.82502,0.81015,-6.52439,47,29207,33948,55382,0.515243136,0.577592173,0.972228466,8,203.2532251,-357.9950287,561.2482538,11335,0.040437495,0.011172156
AVQQQNCBBIEMEU-UHFFFAOYSA-N,CN(C)C(=O)N(C)C,Train,0.94,116.1626,-1,94.676,-382.5042285,-382.5136988,-0.009470318,-382.362379,-382.372214,-0.009835,-375.3275985,-375.3259914,0.001607093,-375.152763,-375.150434,0.002329,3.5766,5.2603,-0.23616,-0.00028,0.31899,0.26108,310.6023865,-0.7369,-1.06616,-0.7369,0.83077,-1.8022,20,15021.5,19322.5,22998.5,0.615583022,0.785582346,0.807995755,2,0.650307004,-135.0145057,135.6648127,4969,0.027302236,0.003787634
AVZVLGDSSQKRGL-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCC(=O)N1CCOCC1,Train,-1.773,249.2658,103.5,189.941,-860.1045936,-860.1228943,-0.018300718,-859.880595,-859.898902,-0.018307,-844.1170726,-844.1233528,-0.006280209,-843.843115,-843.849472,-0.006357,2.5369,4.1655,-0.25169,-0.05663,0.26264,0.27661,479.6381226,-2.48603,-0.82858,-0.68649,0.82515,-2.97951,33,18015.5,35149.5,37843,0.462928555,0.482786526,0.966781348,4,-31.80450574,-261.6014243,229.7969186,5269,0.035710246,0.011323689
AWMVMTVKBNGEAK-UHFFFAOYSA-N,c1ccc(cc1)C1CO1,Train,-1.6,120.1506,-37,118.021,-384.8617714,-384.8681666,-0.006395133,-384.7551,-384.761515,-0.006415,-377.6843054,-377.6841532,0.000152145,-377.554986,-377.554483,0.000503,1.93,2.6171,-0.24961,-0.02394,0.29533,0.27453,303.1288757,-0.58164,-1.38709,-0.58164,0.25364,-0.58164,17,13256.5,17977.5,24688,0.535318286,0.712151822,0.714755765,3,3.402133248,-85.4076428,88.80977605,3473,0.025571487,0.003529519
AYFVYJQAPQTCCC-UHFFFAOYSA-N,O=C(O)C(N)C(O)C,Train,-0.09,119.12,244,96.62,-438.2876995,-438.3050987,-0.017399165,-438.18006,-438.197785,-0.017725,-430.1066515,-430.1218765,-0.015224978,-429.97471,-429.989577,-0.014867,4.7674,5.9674,-0.26473,-0.01842,0.30085,0.28965,283.2250671,-2.1952,-0.05648,-0.92194,0.80988,-3.11714,17,14448.5,17195.5,21820,0.707164203,0.777924733,0.923640369,4,75.93521077,-159.9344228,235.8696335,5772,0.040864455,0.019381499
BACHBFVBHLGWSL-UHFFFAOYSA-N,CC(C(=O)OC)Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl,Train,-3.82,341.1902,40,255.58,-1839.442661,-1839.455739,-0.01307718,-1839.22781,-1839.241131,-0.013321,-1811.149417,-1811.15309,-0.00367305,-1810.883006,-1810.889848,-0.006842,5.4022,6.6997,-0.23425,-0.04053,0.27874,0.25917,582.737915,-2.24586,-1.37379,-0.69303,0.80888,-2.24155,36,24326,41287.5,47042.5,0.476804872,0.579141412,0.809626732,9,76.79689667,-153.890853,230.6877496,6090,0.031707673,0.006233513
BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,Test,-0.22,86.0902,-75,64.338,-306.4818303,-306.4885511,-0.006720726,-306.416724,-306.423742,-0.007018,-300.7423517,-300.7401816,0.0021701,-300.661973,-300.66091,0.001063,2.3483,3.1674,-0.28736,-0.06204,0.25723,0.31228,256.6029358,-1.20573,-0.2367,-0.64886,0.78759,-1.20573,12,10550.5,14956,19370,0.54787234,0.73788153,0.75,3,-5.990967561,-88.52053577,82.52956821,1757,-0.050381637,0.014137069
BBXXLROWFHWFQY-UHFFFAOYSA-N,CCCCc1c(C)nc(NCC)[nH]c1=O,Train,-3.02497,209.2906,160,207.558,-670.1597557,-670.17576,-0.016004302,-669.909379,-669.926312,-0.016933,-657.6113529,-657.6189526,-0.007599604,-657.304698,-657.312233,-0.007535,4.6775,6.611,-0.21759,-0.03105,0.28822,0.24251,473.5541382,-0.72107,-2.45396,-0.72107,0.64934,-2.58612,34,19721,31315.5,39174.5,0.415092888,0.5694167,0.743434603,2,55.3667609,-23.56050291,78.92726381,8141,0.009695033,0.049964546
BCCOBQSFUDVTJQ-UHFFFAOYSA-N,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,Train,-3.92,200.0312,-41.4,83.533,-951.1451773,-951.1482338,-0.003056442,-951.134504,-951.136485,-0.001981,-933.9171224,-933.9120812,0.005041175,-933.899552,-933.895113,0.004439,0,0.0008,-0.3555,-0.06348,0.25579,0.38042,279.024231,0,2.67316,-0.33506,0.6683,-2.67315,12,15641.5,15643.5,16173,0.888888889,0.888888971,0.991769604,6,54.38935176,0,54.38935176,309,0.037890771,0.013087078
BCMCBBGGLRIHSE-UHFFFAOYSA-N,c1ccc2c(c1)nco2,Train,-1.16,119.1226,29.5,91.656,-399.7383302,-399.7445212,-0.006190935,-399.662479,-399.668727,-0.006248,-392.3171429,-392.3206217,-0.003478798,-392.225366,-392.228987,-0.003621,1.3997,1.943,-0.25235,-0.04343,0.27584,0.27727,277.8566895,-0.46927,-0.31303,-0.50852,0.36165,-0.97779,14,12418.5,14854.5,23213,0.435643564,0.511627907,0.921553273,4,31.08408962,-53.17238113,84.25647075,1949,0.026542611,0.004113323
BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,Test,0.62,60.0956,-127,43.244,-194.3601241,-194.3661594,-0.006035325,-194.279286,-194.285538,-0.006252,-190.7101748,-190.7133171,-0.00314226,-190.608693,-190.611817,-0.003124,1.6969,2.184,-0.27779,0.00081,0.32008,0.30271,231.9210052,-0.81274,-1.30471,-0.81274,0.51182,-0.81274,12,10504,14399,14870,0.587570637,0.700143519,0.904347813,2,-15.44044801,-62.95287038,47.51242237,1420,-0.044333007,0.013765239
BFCFYVKQTRLZHA-UHFFFAOYSA-N,c1ccc(c(c1)Cl)[N+](=O)[O-],Train,-2.55,157.5561,32.5,112.458,-896.3517438,-896.3609282,-0.009184456,-896.292508,-896.301745,-0.009237,-882.581115,-882.5843295,-0.003214441,-882.50738,-882.5106,-0.00322,5.2587,7.0183,-0.28118,-0.10669,0.21258,0.3061,303.1655273,-0.78275,-0.86527,-0.39807,0.50298,-0.23393,14,14277,15957.5,25672.5,0.535353535,0.586206889,0.885863071,2,36.41843096,-140.3546156,176.7730466,4478,0.039386336,0.010904965
BGNCCUHEGHNNAP-UHFFFAOYSA-N,C1CS(=O)(=O)c2c(cc(s2)S(=O)(=O)N)C1=O,Train,-3.018,281.316,242.5,171.384,-1896.271628,-1896.297747,-0.02611911,-1896.165761,-1896.192711,-0.02695,-1867.621952,-1867.658798,-0.0368462,-1867.493985,-1867.531392,-0.037407,2.1879,3.3661,-0.29311,-0.11234,0.20693,0.31803,422.8489685,-4.37541,-2.04797,-1.11878,2.31107,-0.37723,23,19319.5,26085.5,34321.5,0.54003796,0.750694787,0.840895218,6,121.8141155,-250.2925994,372.1067149,7498,0.04916864,0.018861076
BMLIZLVNXIYGCK-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(cc1)Cl,Train,-2.91256,198.6517,173,157.931,-994.5441855,-994.5572013,-0.013015808,-994.394964,-994.407452,-0.012488,-978.9328673,-978.9366317,-0.003764393,-978.750608,-978.754005,-0.003397,5.9228,8.087,-0.22253,-0.02452,0.29475,0.24745,399.4962158,-0.73094,-1.0704,-0.73094,0.82629,-1.91777,24,13478.5,24961,35396,0.382419863,0.546964949,0.673120699,2,73.99189572,-180.2345377,254.2264335,5984,0.042484364,0.015170983
BNUHAJGCKIQFGE-UHFFFAOYSA-N,COc1ccc(cc1)[N+](=O)[O-],Train,-2.41,153.1372,52,118.585,-551.2993273,-551.3105797,-0.011252399,-551.198811,-551.210332,-0.011521,-541.011522,-541.0131038,-0.001581863,-540.891024,-540.892467,-0.001443,6.4515,8.6502,-0.26046,-0.09765,0.22162,0.28538,327.4183044,-1.38531,-0.91058,-0.52567,0.49488,-0.89043,18,12136,19120.5,28285.5,0.422131148,0.634724988,0.647118406,3,52.02709031,-161.9024054,213.9294957,4421,0.042383656,0.010277466
BOJWTAQWPVBIPG-UHFFFAOYSA-N,c1cc(c(cc1C(=O)O)[N+](=O)[O-])F,Test,-1.579,185.1113,123.5,119.572,-724.5667718,-724.5851113,-0.018339455,-724.495992,-724.515276,-0.019284,-711.1193696,-711.1290887,-0.009719101,-711.031981,-711.041678,-0.009697,2.1749,2.776,-0.30604,-0.12814,0.19113,0.33096,333.4155579,-2.10651,0.52543,-0.70973,0.81817,-1.91586,17,14237.5,17937.5,29612.5,0.430223333,0.513666223,0.904623768,3,150.0140383,-165.6765526,315.6905909,6684,0.047230789,0.020235622
BRBKOPJOKNSWSG-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)N=C(N)N,Train,-1.98497,214.2416,191.5,162.746,-1040.386797,-1040.41499,-0.0281929,-1040.244212,-1040.273424,-0.029212,-1023.052858,-1023.070147,-0.0172896,-1022.88647,-1022.905259,-0.018789,5.2169,10.497,-0.22325,-0.02797,0.2913,0.24817,398.3703003,-2.00966,-0.55127,-1.01556,2.31448,-3.16506,24,20724,26221.5,29962.5,0.615096773,0.857242336,0.98171253,3,-47.34894109,-186.1104164,138.7614753,8975,-0.020161775,0.066116893
BRLQWZUYTZBJKN-UHFFFAOYSA-N,C(C1CO1)Cl,Test,-0.15,92.5249,-57,70.116,-652.7116139,-652.7180141,-0.006400146,-652.663512,-652.669972,-0.00646,-643.5108942,-643.5147155,-0.003821258,-643.449241,-643.45278,-0.003539,0.6798,0.7987,-0.29291,-0.01008,0.30919,0.31783,240.6867828,-0.57705,-0.58585,-0.57705,0.27651,-0.68302,10,12223,15092.5,16066,0.73218965,0.886948868,0.996474002,3,64.54418143,-54.26727128,118.8114527,3970,0.029927318,0.00491415
BRPOVUNVTUCYNN-UHFFFAOYSA-N,Fc1c(N2C(CC)C(N)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,Train,-3.912,345.3727,236.5,253.896,-1187.744856,-1187.772717,-0.0278611,-1187.433781,-1187.462357,-0.028576,-1165.682458,-1165.698787,-0.01632927,-1165.308303,-1165.323129,-0.014826,12.1357,16.6448,-0.23129,-0.07119,0.24808,0.25621,566.1650391,-2.13156,-1.42769,-0.92846,0.80668,-4.25206,45,25014,33619.5,53928,0.477905476,0.671866045,0.689218773,4,306.0486534,-350.9456763,656.9943296,15213,0.043186375,0.01412662
BRUZQRBVNRKLJG-UHFFFAOYSA-N,CC(C)COC(=O)N,Train,-0.3,117.1474,67,111.106,-402.4038993,-402.4135147,-0.009615339,-402.273944,-402.284306,-0.010362,-394.871921,-394.8739282,-0.002007176,-394.711674,-394.714299,-0.002625,2.2745,3.1049,-0.28312,-0.00347,0.3158,0.30804,311.8646545,-1.29354,-0.88054,-0.88546,0.92064,-2.179,19,14418.5,20126.5,23259,0.59621112,0.677854648,0.890770165,3,-13.17101929,-101.1902607,88.01924138,1952,-0.051641987,0.017701996
BTANRVKWQNVYAZ-UHFFFAOYSA-N,CCC(C)O,Train,0.43,74.1224,-115,77.22,-233.679633,-233.6852837,-0.005650688,-233.572796,-233.578736,-0.00594,-229.2922743,-229.294904,-0.0026297,-229.158219,-229.161066,-0.002847,1.8561,2.3986,-0.27438,0.00175,0.32102,0.2993,255.5167847,-0.81342,-1.83202,-0.81342,0.50859,-0.81342,15,11965.5,16570.5,18472,0.769084688,0.859040088,0.875826515,2,-11.60726968,-63.1998956,51.59262592,1755,0.029397508,0.01299582
BTJIUGUIPKRLHP-UHFFFAOYSA-N,c1cc(ccc1[N+](=O)[O-])O,Train,-0.74,139.1104,112.5,76.706,-511.9934732,-512.0070224,-0.01354922,-511.919517,-511.933434,-0.013917,-502.4327651,-502.4389353,-0.006170144,-502.343485,-502.351592,-0.008107,5.6136,7.6814,-0.2679,-0.10072,0.21855,0.29282,295.6150818,-1.55085,-0.57995,-0.69591,0.53354,-1.05498,15,11271.5,15777,25741,0.412322275,0.556962025,0.742662664,3,35.60937694,-153.957374,189.5667509,3122,-0.049313701,0.014225583
BUNFNRVLMKHKIT-UHFFFAOYSA-N,CC(=O)Nc1ccccc1[N+](=O)[O-],Test,-1.91,180.1628,92,119.881,-644.7962899,-644.8075509,-0.011260992,-644.677645,-644.68777,-0.010125,-632.7394445,-632.7395716,-0.000127086,-632.595683,-632.594915,0.000768,1.6008,2.0735,-0.25763,-0.11625,0.20302,0.28255,358.5602417,-1.50582,-0.73504,-0.77065,0.701,-1.63447,21,15381,18224,32143,0.455507638,0.522190784,0.906696387,4,35.73142965,-143.2207404,178.95217,3355,0.028465485,0.006388869
BWXSXZAIQQSFPW-UHFFFAOYSA-N,CCC1(CC)c2ccc(cc2C(=O)O1)[N+](=O)[O-],Test,-3.656,235.239,103.5,186.169,-820.7159274,-820.7318364,-0.015908988,-820.5218,-820.538272,-0.016472,-805.4404243,-805.4439476,-0.003523238,-805.201015,-805.205286,-0.004271,6.8091,9.364,-0.29667,-0.11767,0.2016,0.32159,431.7964783,-1.96826,-1.90272,-0.69934,0.81689,-1.46447,30,24973.5,29553,32136.5,0.773116245,0.830478744,0.99609383,3,121.4852383,-225.1829034,346.6681417,9125,0.037991029,0.013473183
BYEVBITUADOIGY-UHFFFAOYSA-N,CCCCCCCCC(=O)OCC,Train,-3.8,186.2936,-44,156.728,-582.9224711,-582.9289556,-0.006484484,-582.650894,-582.658498,-0.007604,-572.028749,-572.0262919,0.002457134,-571.690272,-571.688338,0.001934,1.9971,2.7471,-0.27594,-0.00616,0.31311,0.30086,476.4190369,-1.22588,-4.04832,-0.7183,0.83343,-1.22588,35,19584,33267.5,37042,0.436744043,0.602469169,0.706185567,6,-54.69551651,-91.70551118,37.00999466,1747,-0.050409004,0.014599743
BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(s1)S(=O)(=O)N,Train,-2.43058,222.2364,258.25,139.851,-1397.029095,-1397.053828,-0.02473302,-1396.947178,-1396.972678,-0.0255,-1375.528827,-1375.555472,-0.02664578,-1375.426339,-1375.452014,-0.025675,5.5242,7.649,-0.27589,-0.0775,0.24177,0.30081,381.27771,-2.54125,-0.15699,-1.12147,2.29648,-2.06512,19,14638,24620.5,30216.5,0.490421456,0.575562874,0.830163754,4,53.64460993,-274.1520507,327.7966606,4751,-0.049317125,0.013996863
BZLVMXJERCGZMT-UHFFFAOYSA-N,CC(C)(C)OC,Train,-0.24,88.1492,-109,75.591,-272.9856527,-272.9892982,-0.003645467,-272.852799,-272.856802,-0.004003,-267.8745111,-267.8737012,0.000809927,-267.709489,-267.707096,0.002393,1.3742,1.9529,-0.25588,0.00467,0.32394,0.2808,275.2158203,-0.63118,-2.1858,-0.70679,0.24718,-0.63118,18,15888.5,17299,18225.5,0.737565404,0.859872611,0.970766141,3,-28.93391757,-49.12810371,20.19418614,1166,-0.04213388,0.012776869
CAQHPYSDQFDJAL-UHFFFAOYSA-N,c1ccc2c(c1)C=CC(=O)C2=NO,Test,-2.937,173.1708,109.5,124.613,-590.4286321,-590.443024,-0.014391854,-590.313306,-590.327678,-0.014372,-579.452767,-579.456019,-0.003252004,-579.315528,-579.31873,-0.003202,4.5253,6.7021,-0.24659,-0.10886,0.21041,0.27151,346.1882019,-1.16982,-0.86283,-0.60229,0.54139,-1.25269,20,15082,17415,32081,0.379912664,0.431372549,0.876350314,3,21.49671332,-168.506743,190.0034563,4163,0.034278329,0.008281689
CDAWCLOXVUBKRW-UHFFFAOYSA-N,c1ccc(c(c1)N)O,Train,-0.72,109.1274,174,84.172,-362.8378644,-362.8456261,-0.007761761,-362.747934,-362.754489,-0.006555,-356.051308,-356.0542967,-0.00298868,-355.941655,-355.94495,-0.003295,2.712,3.6683,-0.22494,-0.01818,0.30109,0.24986,276.9963989,-0.73825,-0.69883,-0.95485,0.52868,-1.6931,15,12826,13906,22485.5,0.564971751,0.588235294,0.960227273,4,17.42663784,-91.17403576,108.6006736,2663,-0.03423734,0.01202752
