StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
VBURFXNYFZMQOV-UHFFFAOYSA-N,Nc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,Train,-3.364999561,301.261,272,228.522,-1076.488267,-1076.497238,-0.00897157,-1076.29642,-1076.307593,-0.011173,-1056.369802,-1056.386468,-0.01666617,-1056.137382,-1056.154307,-0.016925,10.0906,11.5855,-0.22862,-0.11979,0.06053,0.06971,523.6321411,-1.63315,-1.1831,-0.86068,0.49199,-2.16735,33,15552.5,28771,52384,0.235772355,0.429268282,0.549597572,5,133.0579982,-198.4945333,331.5525316,7437,0.039383797,0.015474979
VDXTZTHFZIKUCY-UHFFFAOYSA-N,Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56,Train,-3.334529936,410.472,357.5,304.976,-1304.597993,-1304.604231,-0.00623817,-1304.262309,-1304.268796,-0.006487,-1280.350341,-1280.376416,-0.02607416,-1279.949805,-1279.975429,-0.025624,1.4299,1.7341,-0.2207,-0.11275,0.06757,0.06179,634.0605469,-1.1839,-3.39559,-0.70088,0.55211,-1.1839,50,32391,32896.5,63684,0.545468446,0.566612132,0.985323251,9,8.214937977,-154.9942761,163.2092141,2189,0.030753806,0.007154056
VFZDNKRDYPTSTP-QUBYGPBYSA-N,CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O,Train,-0.52151522,182.219,221,137.258,-615.2105131,-615.2165904,-0.006077212,-615.018763,-615.024818,-0.006055,-603.8056687,-603.8172212,-0.011552476,-603.569624,-603.581133,-0.011509,6.0241,6.8514,-0.28375,-0.04235,0.13797,0.12484,351.4966125,-1.68805,-1.90047,-0.68967,0.84897,-1.68805,27,22728.5,23625,25610,0.961685783,0.997323519,0.997797276,2,60.88130487,-179.0585906,239.9398955,8031,0.029876715,0.006217936
VGMJYYDKPUPTID-UHFFFAOYSA-N,CCc1ccc(O)cc1O,Train,-1.138024757,138.166,99,116.316,-461.3345017,-461.3388407,-0.00433897,-461.203983,-461.208295,-0.004312,-452.7352718,-452.7450263,-0.009754485,-452.576791,-452.586622,-0.009831,1.0401,1.1657,-0.2185,-0.0115,0.16882,0.05959,327.9527283,-1.43317,-1.52939,-0.71691,0.51395,-1.43317,20,15440,19430.5,27288,0.532658153,0.826379601,0.926649456,6,44.30745667,-66.90859122,111.2160479,1500,0.042595619,0.020881961
VKCNNDPZFOVURD-SECBINFHSA-N,C[C@@H](C(O)=O)c1cccc2ccccc12,Test,0.331421669,200.237,68,152.179,-653.1103155,-653.1146087,-0.004293199,-652.93167,-652.936025,-0.004355,-640.9237659,-640.9371693,-0.01340337,-640.706444,-640.719748,-0.013304,1.6395,1.9239,-0.2251,-0.05458,0.12574,0.06619,404.9073181,-1.34369,-1.92282,-0.71816,0.83323,-1.34369,27,20892.5,25232,33718.5,0.629300867,0.87756455,0.977036436,6,29.43911269,-74.02035576,103.4594685,2502,0.024652695,0.003152666
VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,Train,-1.842478898,140.188,291,116,-454.8369744,-454.8408362,-0.003861766,-454.668668,-454.672563,-0.003895,-446.4488259,-446.4635603,-0.014734343,-446.243997,-446.259075,-0.015078,0.0021,0.0052,-0.22722,4.00E-05,0.18036,0.06831,289.6568604,0,-0.63631,-0.57637,0.24518,-2.30511,22,18339.5,18470.5,19396,0.984789919,0.993762953,0.996216779,8,-12.37507013,-74.39432844,62.01925832,705,0.023287873,0.001818035
VMTOMMQSWIGTKJ-SAPNQHFASA-N,N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl,Train,-0.537254369,256.691,143,180.41,-1183.76622,-1183.771405,-0.00518495,-1183.614328,-1183.619597,-0.005269,-1164.634137,-1164.649137,-0.01500001,-1164.449743,-1164.464664,-0.014921,1.3746,1.5452,-0.24102,-0.0987,0.08162,0.08211,456.2478943,-0.47349,-1.71352,-0.47349,0.2797,-0.63849,27,20446.5,35143.5,36223,0.492678689,0.544215527,0.888888889,4,22.65537459,-132.4100269,155.0654015,3326,0.032490378,0.00599479
VOGKEZAPBBRLPB-UHFFFAOYSA-N,CCCCCCC(CCC)(CCC)C(=O)NO,Test,-0.610830638,243.39,87.5,220.714,-756.1487561,-756.152691,-0.003934939,-755.780615,-755.784901,-0.004286,-742.0188735,-742.0330955,-0.014222033,-741.565021,-741.579546,-0.014525,3.44,3.8722,-0.24933,-0.01032,0.17,0.09042,535.3441162,-1.26582,-5.72959,-0.68685,0.66872,-1.61967,46,26886.5,36948,44180,0.455059558,0.632231405,0.774259319,4,-16.69113635,-101.203332,84.51219564,2469,0.032167127,0.015071573
VOIZNVUXCQLQHS-UHFFFAOYSA-N,OC(=O)c1cccc(Br)c1,Train,-1.129002803,201.019,155,104.434,-2991.968897,-2991.972567,-0.00367061,-2991.897669,-2991.901504,-0.003835,-2957.074867,-2957.085515,-0.01064812,-2956.989382,-2956.999976,-0.010594,0.641,0.7568,-0.26303,-0.07593,0.10439,0.10412,321.1393433,-1.34137,-0.33286,-0.72172,0.80836,-1.27217,15,13890.5,17440.5,27921.5,0.414414414,0.502673797,0.795826103,5,50.49636019,-50.46376026,100.9601204,1792,0.02980875,0.005382594
VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,Test,-2.760288511,272.387,179,202.661,-850.8468843,-850.8518245,-0.004940176,-850.50242,-850.507499,-0.005079,-835.072348,-835.08926,-0.016911954,-834.653941,-834.670586,-0.016645,1.6761,1.8829,-0.21872,-0.01448,0.16584,0.05981,488.8804626,-1.50345,-4.81768,-0.78499,0.51074,-1.50345,44,20738.5,32533.5,44849.5,0.446622493,0.565995151,0.779569892,5,-16.04531857,-109.373997,93.3286784,2370,-0.030113891,0.008310135
VQDJODAWOFNASI-UHFFFAOYSA-N,CCCC(C(O)=O)C(O)=O,Test,-2.506270568,146.143,94,139.243,-535.6105992,-535.6164838,-0.005884668,-535.486512,-535.492651,-0.006139,-525.6267527,-525.6365449,-0.009792201,-525.471981,-525.481772,-0.009791,2.2965,2.6923,-0.29888,-0.02847,0.15185,0.13997,335.8164368,-2.65166,-0.40454,-0.71905,0.83728,-2.65166,20,17079,21682.5,26001.5,0.57852804,0.714985255,0.869110457,5,1.920369059,-114.4298489,116.350218,1801,0.039334647,0.019740494
VRFDFWYTHFTWQA-UHFFFAOYSA-N,OC(C(N=[N+]=[N-])c1ccccc1)C(O)=O,Train,-0.520486677,207.189,122,153.599,-738.2649703,-738.2709808,-0.006010498,-738.128534,-738.134583,-0.006049,-724.4780557,-724.4851311,-0.007075452,-724.311086,-724.318357,-0.007271,0.769,0.8678,-0.26164,-0.05101,0.12931,0.10273,403.2568359,-2.08346,-0.5313,-0.75689,0.80508,-2.27739,24,20048.5,28432,30161.5,0.608713914,0.834708322,0.891803361,6,55.45191379,-107.4736016,162.9255153,4055,0.028740121,0.008119
VUDZRNXTJQCBKO-UHFFFAOYSA-N,NC(=O)C(Br)(Br)Cc1ccccc1,Train,-1.009995901,306.985,138,142.322,-5621.84312,-5621.848074,-0.00495423,-5621.721692,-5621.726418,-0.004726,-5558.766179,-5558.77911,-0.01293096,-5558.617102,-5558.630131,-0.013029,2.2533,2.7462,-0.25619,-0.06355,0.11677,0.09728,392.5939636,-0.63162,-1.34279,-0.8426,0.65021,-1.35776,22,18719.5,25958.5,32232.5,0.548951846,0.595128757,0.915549714,9,6.793036787,-105.239441,112.0324778,1765,-0.041619151,0.012583983
VUGBXRWVNRCWIQ-UHFFFAOYSA-N,COc1ccccc1N=Nc2ccc(O)cc2,Train,-1.374513995,228.25,146,165.688,-762.5286357,-762.534102,-0.005466299,-762.344212,-762.350177,-0.005965,-748.3314387,-748.3442219,-0.012783198,-748.109971,-748.123228,-0.013257,2.8496,3.181,-0.21352,-0.08334,0.09698,0.05461,461.9082031,-1.22879,-1.57672,-0.70446,0.51508,-1.63705,29,16509,24651.5,43760.5,0.335483871,0.481132075,0.72104159,5,-24.39586475,-163.2015181,138.8056533,4799,-0.029065948,0.009393376
VVHZACUTABVSIH-WUKNDPDISA-N,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O,Train,-1.088125655,274.707,136,210.245,-1260.258017,-1260.263031,-0.00501408,-1260.082128,-1260.087682,-0.005554,-1239.737605,-1239.753738,-0.01613344,-1239.524524,-1239.540523,-0.015999,3.2131,3.7823,-0.23968,-0.12194,0.05838,0.08077,496.1352844,-1.26921,-1.47663,-0.77695,0.56412,-1.68763,30,15364.5,27971.5,48021,0.297994269,0.528497409,0.541302968,7,95.8717977,-80.83758659,176.7093843,3621,0.035143095,0.010608156
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,Train,-2.369076072,212.119,206,119.826,-829.8515969,-829.8588087,-0.00721177,-829.772866,-829.780205,-0.007339,-814.3722941,-814.3850941,-0.0128,-814.273786,-814.286559,-0.012773,3.8008,4.2558,-0.32777,-0.13855,0.04177,0.16886,365.3500061,-2.79731,0.33991,-0.71302,0.80879,-1.79812,19,16631,17532.5,33934,0.371794872,0.396396396,0.916275996,4,152.3261798,-122.0761128,274.4022926,6947,0.039499394,0.015429711
VZCYOOQTPOCHFL-UPHRSURJSA-N,OC(=O)\C=C/C(O)=O,Train,-2.742015861,116.073,132,82.593,-455.7461014,-455.7527266,-0.006625266,-455.69743,-455.704183,-0.006753,-447.2436974,-447.2518304,-0.008133065,-447.180801,-447.191126,-0.010325,2.3623,2.7293,-0.29465,-0.08393,0.09639,0.13574,270.5165405,-2.62481,1.03121,-0.71215,0.79451,-2.62481,12,12703.5,16315,20068,0.651307995,0.758123299,0.843779195,6,16.65781627,-132.0095904,148.6674067,3213,-0.041023543,0.010970721
WBYWAXJHAXSJNI-VOTSOKGWSA-N,OC(=O)\C=C\c1ccccc1,Train,-1.056790548,148.161,133,110.636,-498.2477713,-498.2522654,-0.00449407,-498.134682,-498.139167,-0.004485,-488.9238905,-488.9341864,-0.010295917,-488.787029,-488.79735,-0.010321,2.7092,3.1203,-0.24921,-0.08309,0.09723,0.0903,343.8160095,-1.36469,-0.90942,-0.72358,0.77358,-1.36469,19,11567,20020,30924,0.328301905,0.543209877,0.595060126,4,38.92711143,-88.48411943,127.4112309,3530,0.027363151,0.003858331
WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c4ccccc4ccc23,Train,-1.769556786,228.293,254,183.376,-693.2040643,-693.2066504,-0.002586153,-693.001167,-693.003565,-0.002398,-680.278188,-680.2944455,-0.016257515,-680.037203,-680.053556,-0.016353,0,0,-0.2131,-0.05854,0.12178,0.05419,431.8243713,0,-2.92715,-0.24221,0.24792,0,30,14465.5,23972.5,43815,0.282467539,0.451282044,0.595216171,10,24.06446755,-56.19885315,80.2633207,1443,0.023942042,0.002841699
WDZGGAFMGIOIQS-DHZHZOJOSA-N,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,Train,-1.251793355,253.257,163,172.287,-858.572034,-858.5785333,-0.006499268,-858.38921,-858.395842,-0.006632,-842.5207049,-842.5381506,-0.017445678,-842.300497,-842.317682,-0.017185,5.1108,5.7169,-0.26781,-0.12539,0.05493,0.1089,483.6069946,-1.3748,-1.94956,-0.58969,0.51738,-0.88066,30,13628,27931,47569,0.245762711,0.47311828,0.500127036,6,81.5345552,-161.169767,242.7043222,5357,0.034222983,0.010041594
WEFGJDSWBHPXOK-UHFFFAOYSA-N,COc1ccc(cc1)N=Nc2ccc(O)cc2,Train,-1.095760394,228.25,140,186.349,-762.5349099,-762.5400894,-0.005179592,-762.350822,-762.356637,-0.005815,-748.3352891,-748.3480259,-0.012736863,-748.114459,-748.126527,-0.012068,0.8413,0.8821,-0.21183,-0.08133,0.09899,0.05292,465.1026306,-1.24129,-1.5638,-0.7046,0.51483,-1.66658,29,12897.5,28605.5,43865.5,0.287709497,0.456461786,0.605522254,5,17.78741174,-129.293289,147.0807007,3568,-0.025322233,0.004982573
WIWBHSNVCVVVOB-UZYVYHOESA-N,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O,Train,-0.508019325,310.396,119,251.96,-997.2594343,-997.2644534,-0.005019168,-996.940067,-996.945235,-0.005168,-978.6354804,-978.6540272,-0.018546861,-978.244096,-978.26297,-0.018874,2.8414,3.3465,-0.20545,-0.0762,0.10412,0.04654,622.3866577,-1.36657,-3.88727,-0.75428,0.76197,-1.92557,45,25206,38449,57664,0.36476822,0.572140187,0.621527906,6,-23.70619515,-134.5925253,110.8863302,2782,0.037857446,0.018717565
WJFKNYWRSNBZNX-UHFFFAOYSA-N,N1c2ccccc2Sc3ccccc13,Train,-0.812316622,199.276,180.5,143.792,-915.6625952,-915.6660063,-0.003411133,-915.520647,-915.524085,-0.003438,-901.0145352,-901.0273185,-0.012783262,-900.84469,-900.857471,-0.012781,2.1875,2.5802,-0.19453,-0.02894,0.15138,0.03562,382.3247681,0,-2.13694,-0.61121,0.42712,-0.2823,23,15009,21306.5,35381.5,0.42509259,0.644797745,0.650000035,7,32.67723089,-76.69816327,109.3753942,2816,0.034778913,0.014359518
WLJVNTCWHIRURA-UHFFFAOYSA-N,OC(=O)CCCCCC(O)=O,Train,-2.963223993,160.17,105,121.024,-574.9324151,-574.9393198,-0.006904714,-574.782371,-574.789275,-0.006904,-564.2098616,-564.2215475,-0.01168587,-564.01992,-564.031916,-0.011996,3.0733,3.5834,-0.29215,-0.00921,0.17111,0.13324,378.6755676,-2.70982,-0.88086,-0.72823,0.82277,-2.70982,23,11134,25642.5,30281.5,0.342105282,0.418300687,0.80620155,7,44.37227636,-136.9074315,181.2797078,4202,0.025625862,0.00317618
WLWFNJKHKGIJNW-UHFFFAOYSA-N,CN1C(=O)CC(C1=O)c2ccccc2,Train,0.665550839,189.214,71,146.086,-631.0562642,-631.062544,-0.006279802,-630.89594,-630.902169,-0.006229,-619.2935867,-619.3070467,-0.013460032,-619.096156,-619.109799,-0.013643,1.7534,1.9583,-0.25988,-0.03773,0.14259,0.10097,394.7594299,-1.2045,-1.14922,-0.60705,0.72628,-1.71064,25,18719.5,27902.5,29299.5,0.637354034,0.638796912,0.918168689,3,34.48562518,-147.8195619,182.3051871,6528,0.027926652,0.006578001
WMRCTEPOPAZMMN-UHFFFAOYSA-N,CCCCCCCCCCCC(C(O)=O)C(O)=O,Test,-3.326703008,258.358,110,228.713,-850.1283741,-850.1343647,-0.005990597,-849.794419,-849.800756,-0.006337,-834.2653987,-834.2834707,-0.018072017,-833.847048,-833.865122,-0.018074,2.283,2.6756,-0.29743,-0.0281,0.15222,0.13852,590.8545532,-2.65196,-4.08767,-0.7191,0.83738,-2.65196,44,17461.5,45378.5,50561.5,0.303198192,0.417158422,0.711774267,4,-2.58993651,-115.6432436,113.0533071,1753,-0.036383354,0.011265686
WOIGZSBYKGQJGL-UHFFFAOYSA-N,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,Train,-2.126571704,244.25,158,162.973,-837.8441434,-837.851538,-0.007394639,-837.654373,-837.662037,-0.007664,-822.2028814,-822.218301,-0.015419581,-821.972392,-821.987877,-0.015485,1.3766,1.3898,-0.2668,-0.06599,0.11433,0.10789,439.7952271,-1.79105,-0.27751,-0.68377,0.83129,-3.15266,30,25107.5,26991,35106.5,0.738541902,0.818421264,0.890132076,5,56.59321047,-143.5324708,200.1256813,6297,0.031691007,0.013110978
WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(=O)c1ccccc1,Train,-0.12610793,122.123,121,95.001,-420.8419288,-420.8455576,-0.003628783,-420.758313,-420.762127,-0.003814,-412.9805139,-412.988953,-0.008439062,-412.880177,-412.888703,-0.008526,2.1752,2.5155,-0.27195,-0.06508,0.11524,0.11304,289.0411377,-1.35218,-0.4614,-0.72492,0.80706,-1.35218,15,11203.5,15523,24941.5,0.410377358,0.550632911,0.733298306,5,26.40787869,-66.66504548,93.07292417,2216,0.026428403,0.003538496
WQGWDDDVZFFDIG-UHFFFAOYSA-N,Oc1cccc(O)c1O,Train,-2.237086256,126.112,132,86.726,-457.921684,-457.9267979,-0.005113935,-457.840263,-457.845399,-0.005136,-449.4076423,-449.4164414,-0.008799059,-449.311522,-449.320409,-0.008887,1.9888,2.3182,-0.22821,-0.03182,0.1485,0.0693,282.8743591,-2.19479,-0.13004,-0.77065,0.5243,-2.19479,15,13553.5,14174.5,23714,0.492838032,0.522222226,0.967705007,7,46.86399461,-72.85122661,119.7152212,2105,0.055672376,0.022034861
WQWMWDWQMVRGRP-UHFFFAOYSA-N,Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,Train,-1.657591748,235.326,162.5,187.866,-751.3298009,-751.3345219,-0.00472098,-751.04861,-751.053438,-0.004828,-737.2950827,-737.3074798,-0.012397176,-736.949151,-736.961733,-0.012582,3.3803,3.786,-0.2358,-0.01886,0.16146,0.07689,463.5281677,-1.27691,-4.0215,-0.69806,0.66193,-1.61914,38,22594.5,30129,40633,0.477811669,0.682196053,0.70875119,8,-7.561355931,-102.3016502,94.74029423,2249,0.035675362,0.015183584
WSEJSEYNXSBBRS-UHFFFAOYSA-N,CCCCCCCC=NNC(N)=O,Test,-0.23841898,185.269,100,132.819,-593.9079283,-593.9141829,-0.006254541,-593.670982,-593.677449,-0.006467,-582.7634493,-582.7767275,-0.013278164,-582.468187,-582.481439,-0.013252,4.6523,5.2947,-0.24448,-0.02849,0.15183,0.08557,474.052887,-0.69798,-2.65931,-0.89054,0.79164,-2.36738,32,14727.5,34921.5,37434.5,0.361406515,0.402866863,0.872941106,5,17.33431524,-127.3001659,144.6344812,2954,0.032650303,0.01105084
WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,Test,-1.955109128,236.271,170,172.981,-802.1646784,-802.1715604,-0.006882045,-801.933213,-801.940342,-0.007129,-787.2195635,-787.2355923,-0.016028855,-786.934695,-786.950373,-0.015678,1.5449,1.5814,-0.25604,-0.06229,0.11803,0.09713,434.1447449,-1.80169,-1.24323,-0.6991,0.83287,-3.16878,33,23171,29161.5,33389,0.729573277,0.841771956,0.958794997,6,-25.76223244,-152.0671349,126.3049025,3269,0.03479137,0.016516953
WULPUQZASCZTPO-UHFFFAOYSA-N,O=C1CCCCCCCCCN1,Train,-1.076283953,169.267,162,132.706,-522.5067928,-522.5118429,-0.005050043,-522.261173,-522.265967,-0.004794,-512.7382386,-512.7496321,-0.011393526,-512.43639,-512.447997,-0.011607,4.4071,5.0989,-0.24948,-0.00189,0.17843,0.09057,375.5116272,-0.68239,-3.41145,-0.68239,0.69073,-1.34648,31,20339.5,22163.5,31463.5,0.559390154,0.615819168,0.974037612,2,-23.934145,-123.475846,99.54170099,3408,0.029208246,0.008532537
WURBFLDFSFBTLW-UHFFFAOYSA-N,O=C(c1ccccc1)C(=O)c2ccccc2,Train,0.390657296,210.232,94,135.568,-689.9798166,-689.984332,-0.00451543,-689.82023,-689.82514,-0.00491,-677.0992839,-677.1138058,-0.014521913,-676.91004,-676.920647,-0.010607,3.5318,4.3586,-0.24944,-0.09414,0.08618,0.09053,426.4461975,-1.11094,-1.45244,-0.55547,0.50663,-1.11094,26,19121.5,28962.5,35670,0.48801636,0.539811469,0.880503145,2,2.907026398,-135.1532838,138.0603102,5063,0.027268479,0.004123713
WWWHYESRWDHLIX-PEZBUJJGSA-N,[O-][N+](c1ccccc1)=C(C#N)c2ccccc2,Train,-0.498644836,222.246,44,187.157,-724.1762238,-724.1812332,-0.005009384,-724.0119,-724.017168,-0.005268,-710.6379662,-710.6514365,-0.013470311,-710.440273,-710.453848,-0.013575,0.9775,0.9375,-0.23754,-0.09919,0.08113,0.07863,437.62854,-0.48214,-1.90624,-0.48214,0.27914,-0.68563,27,17507,30112.5,37860,0.465798046,0.57061368,0.828433072,4,19.64405184,-126.3588916,146.0029435,3579,0.028843976,0.004312466
XCDXSSFOJZZGQC-UHFFFAOYSA-N,ClCCN(CCCl)c1ccc2ccccc2c1,Test,0.474653884,268.186,55,202.702,-1517.699956,-1517.704404,-0.00444841,-1517.484755,-1517.489623,-0.004868,-1495.31067,-1495.330229,-0.01955894,-1495.050266,-1495.07068,-0.020414,0.9395,0.8971,-0.2057,-0.04997,0.13035,0.04679,485.5372009,0,-3.09059,-0.48367,0.2645,-0.68337,32,22150,27630.5,43888,0.435349304,0.537890621,0.866739921,7,177.4802583,-30.34007982,207.8203381,6756,0.030015938,0.006897661
XDOBGTROEORTFM-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=NC(=O)c2ccccc2)c3ccc(cc3)N(C)C,Train,-1.603796042,371.482,179,320.894,-1169.119548,-1169.127552,-0.00800423,-1168.738918,-1168.747033,-0.008115,-1147.260155,-1147.281082,-0.02092705,-1146.800764,-1146.823437,-0.022673,6.0507,7.2856,-0.19953,-0.05788,0.12244,0.04062,690.0064697,-0.62521,-3.98269,-0.62521,0.66793,-2.11043,53,35163.5,40604.5,60533,0.493173516,0.529824147,0.915763221,4,-143.3774425,-349.772244,206.3948015,8234,-0.041257627,0.020624837
XECWCIGULVRDKS-UHFFFAOYSA-N,OC(C=CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,Train,-3.398479204,392.497,195.5,319.297,-1231.885037,-1231.890633,-0.00559588,-1231.502867,-1231.508203,-0.005336,-1208.887074,-1208.911254,-0.02418004,-1208.430609,-1208.455364,-0.024755,2.313,2.6153,-0.23582,-0.02717,0.15315,0.07691,690.7070923,-1.53102,-4.98277,-0.76551,0.50945,-1.53102,54,34475,37759,57365,0.504601105,0.630909394,0.797507788,5,-35.52417333,-166.3559192,130.8317459,5610,-0.029405171,0.006046461
XHKBEIYZVFBVAM-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)NO,Train,-1.15490196,243.39,94,238.815,-756.1438422,-756.1526547,-0.008812526,-755.779557,-755.788155,-0.008598,-742.0181492,-742.0372771,-0.019127903,-741.564465,-741.583157,-0.018692,5.4722,6.2462,-0.24389,-0.02482,0.1555,0.08498,606.3518066,-1.21804,-5.66273,-0.68672,0.65128,-1.58493,46,31342,37355,49504,0.256790124,0.272111914,0.304347826,2,-8.698893455,-176.5696185,167.870725,3160,0.053123647,0.028329584
XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc(c1)[N+]([O-])=O,Train,-0.807836975,138.126,112,101.965,-492.128389,-492.1340324,-0.005643448,-492.042165,-492.047878,-0.005713,-482.9106737,-482.9198207,-0.00914699,-482.808439,-482.817584,-0.009145,5.9904,6.8037,-0.23785,-0.10128,0.07904,0.07894,303.2799683,-0.79323,-0.74904,-0.85495,0.49805,-1.15013,16,12879,15625,26500,0.419047619,0.488764045,0.908964981,3,46.66694558,-132.0299376,178.6968832,4215,0.042395465,0.016851295
XJHDMGJURBVLLE-BOCCBSBMSA-N,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,Train,-0.730469196,246.306,171,208.229,-808.1290963,-808.1369767,-0.007880338,-807.869261,-807.876101,-0.00684,-793.1256412,-793.1402868,-0.014645637,-792.80457,-792.820824,-0.016254,7.6612,9.0091,-0.2546,-0.07448,0.10584,0.09569,448.4694214,-1.72886,-2.83969,-0.71185,0.83676,-1.72886,36,23282,28218,38203.5,0.558497853,0.757799818,0.766833867,3,125.3046739,-203.5417435,328.8464174,9543,0.034459438,0.008067603
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,c1ccc(cc1)c2ccc(cc2)c3ccccc3,Train,-1.244122266,230.309,190.5,193.365,-694.387825,-694.3903947,-0.002569703,-694.16699,-694.169637,-0.002647,-681.402199,-681.4187544,-0.016555429,-681.139164,-681.155644,-0.01648,0,0,-0.22297,-0.04925,0.13107,0.06406,478.749054,0,-3.45043,-0.24566,0.24705,0,32,16202,34822,42557,0.352272745,0.443181818,0.795807504,16,-4.48237369,-55.46402028,50.98164659,521,-0.022426794,0.001217561
XLAJFSRYFUHAPW-UHFFFAOYSA-N,[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,-1.109455147,258.104,126,149.834,-1050.242265,-1050.250919,-0.00865394,-1050.175972,-1050.185969,-0.009997,-1030.636467,-1030.651547,-0.01507983,-1030.553859,-1030.569458,-0.015599,2.5779,3.211,-0.34342,-0.16721,0.01311,0.18451,386.0770569,-2.72753,0.07867,-0.35549,0.5039,-0.72379,20,19888.5,19910,34427,0.527952282,0.549107143,0.919845178,5,244.6554715,-76.18811872,320.8435903,6222,0.05156599,0.015053835
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Train,-2.499875251,233.097,157,157.078,-1454.135209,-1454.140577,-0.00536793,-1453.997163,-1454.003032,-0.005869,-1432.930291,-1432.946066,-0.01577467,-1432.759246,-1432.777035,-0.017789,5.8408,6.7138,-0.22973,-0.03411,0.14621,0.07082,420.8040771,-0.6949,-0.88106,-0.6949,0.82709,-1.82308,24,14410.5,24561,37818.5,0.373450017,0.580960555,0.60814448,4,105.9169966,-115.7131462,221.6301428,5409,0.040533375,0.013539405
XPTKCHZHKMVCSX-WUKNDPDISA-N,CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1c3ccccc3,Train,0.477141134,240.305,95,288.497,-1072.246064,-1072.249989,-0.00392481,-1071.934039,-1071.938347,-0.004308,-1052.256947,-1052.275881,-0.01893318,-1051.881694,-1051.900255,-0.018561,2.8116,3.1454,-0.22145,-0.09989,0.08043,0.06254,588.7528687,-1.40215,-3.64376,-0.70438,0.51583,-1.88251,45,24286.5,40249,52513.5,0.436703886,0.591439128,0.734883721,7,41.31827151,-58.59278116,99.91105266,1887,0.023222346,0.001987117
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,OC(=O)c1ccc(Cl)cc1,Train,-2.470429908,156.569,240,107.594,-880.4373884,-880.4410272,-0.003638806,-880.365635,-880.369437,-0.003802,-866.9834738,-866.9936074,-0.010133652,-866.895723,-866.905928,-0.010205,1.3933,1.6197,-0.27032,-0.07416,0.10616,0.11141,313.0378418,-1.34707,-0.26951,-0.72361,0.80636,-1.33641,15,11223,18096.5,27376,0.375527426,0.560509554,0.659601058,4,39.68069171,-54.41043352,94.09112523,1353,-0.040214659,0.009170556
XRTGYBHBFOYLOB-UHFFFAOYSA-N,OC(CCC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,Train,-3.109489168,394.513,106,333.527,-1233.117182,-1233.12243,-0.0052477,-1232.711351,-1232.71657,-0.005219,-1210.108193,-1210.132084,-0.02389032,-1209.622007,-1209.646105,-0.024098,0.0542,0.0349,-0.24161,-0.0249,0.15542,0.0827,679.0159912,-1.5552,-5.45686,-0.7776,0.50864,-1.5552,56,39083,43848.5,55737.5,0.595007435,0.741512167,0.755937322,20,-31.71203795,-105.3120396,73.60000164,1240,-0.024828608,0.002682082
